과정,폐강여부,과목코드,강좌번호,개설과목,개설학과,중간강의점검여부,문의처,이수구분,학점,주야,분반,교차수강,성적평가,정원,1학년정원,2학년정원,3학년정원,"4,5학년정원",전체학년제한,전체학년정원,신청현황,담당교수 교번,담당교수명,A / B / C / D / E / F / G,학년,75분수업,원격수업,승인,강의구분,학점교류여부,강의시간,강의실,강의계획서,비고,(교양)대영역,(교양)소영역,공학인증,시수,전공이수체계
일반,,MSAE1104,2025200183,재료과학(2),신소재공학과,Y,0428211234,전필,3.0,주,01,N,상대,31,0,0,0,0,31,31,30,20111043,홍기하,0/0/0/0/0/0/0,1,,,Y,이론,N,"월6,7,8",소재관및공동실험실습관(106),보기,(승인요청과목)미수강자 우선,,,,3.0,
일반,,MSAE2105,2025200191,기초실험(2),신소재공학과,Y,0428211234,전필,2.0,주,01,N,절대,22,0,22,0,0,0,0,22,20071028,김정민,0/0/0/0/0/0/0,2,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(221),보기,,,,,4.0,기본전공
일반,,MSAE2105,2025200192,기초실험(2),신소재공학과,Y,0428211245,전필,2.0,주,02,N,절대,23,0,22,0,0,1,1,20,20151007,오민욱,0/0/0/0/0/0/0,2,,,,실습,N,"월6,7,8,9",소재관및공동실험실습관(605),보기,,,,,4.0,기본전공
일반,,MSAE2105,2025200193,기초실험(2),신소재공학과,Y,0428211268,전필,2.0,주,03,N,절대,22,0,22,0,0,0,0,22,20131001,정중희,0/0/0/0/0/0/0,2,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(307),보기,,,,,4.0,기본전공
일반,,MSAE2105,2025200194,기초실험(2),신소재공학과,Y,0428211234,전필,2.0,주,04,N,절대,23,0,22,0,0,1,1,23,20141001,김정한,0/0/0/0/0/0/0,2,,,,실습,N,"월6,7,8,9",소재관및공동실험실습관(221),보기,,,,,4.0,기본전공
일반,,MSAE2105,2025200195,기초실험(2),신소재공학과,Y,0428211245,전필,2.0,주,05,N,절대,22,0,22,0,0,0,0,22,20241004,김진,0/0/0/0/0/0/0,2,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(605),보기,,,,,4.0,기본전공
일반,,MSAE2105,2025200196,기초실험(2),신소재공학과,Y,0428211268,전필,2.0,주,06,N,절대,23,0,22,0,0,1,1,23,20071029,박준식,0/0/0/0/0/0/0,2,,,,실습,N,"월6,7,8,9",소재관및공동실험실습관(307),보기,,,,,4.0,기본전공
일반,,MSAE2107,2025200202,세라믹재료,신소재공학과,Y,0428211234,전필,3.0,주,01,N,상대,32,0,28,0,0,4,4,31,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,"수1,2,3",소재관및공동실험실습관(106),보기,,,,,3.0,
일반,,MSAE2107,2025200203,세라믹재료,신소재공학과,Y,0428211245,전필,3.0,주,02,N,상대,33,0,28,0,0,5,5,33,20241004,김진,0/0/0/0/0/0/0,2,,,,이론,N,"수1,2,3",소재관및공동실험실습관(404),보기,,,,,3.0,
일반,,MSAE2107,2025200204,세라믹재료,신소재공학과,Y,0428211268,전필,3.0,주,03,N,상대,34,0,28,0,0,6,6,34,20131001,정중희,0/0/0/0/0/0/0,2,,,,이론,N,"수1,2,3",소재관및공동실험실습관(414),보기,,,,,3.0,
일반,,MSAE2107,2025200205,세라믹재료,신소재공학과,Y,0428211234,전필,3.0,주,04,N,상대,28,0,28,0,0,0,0,27,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,"수6,7,8",소재관및공동실험실습관(106),보기,,,,,3.0,
일반,,MSAE2107,2025200206,세라믹재료,신소재공학과,Y,0428211245,전필,3.0,주,05,N,상대,28,0,28,0,0,0,0,28,20241004,김진,0/0/0/0/0/0/0,2,,,,이론,N,"수6,7,8",소재관및공동실험실습관(404),보기,,,,,3.0,
일반,,MSAE2108,2025200207,열역학,신소재공학과,Y,0428211234,전필,3.0,주,01,N,상대,34,0,28,0,0,6,6,34,20241012,이태규,0/0/0/0/0/0/0,2,,,,이론,N,"화1,2,3",소재관및공동실험실습관(116),보기,,,,,3.0,기본전공
일반,,MSAE2108,2025200208,열역학,신소재공학과,Y,0428211245,전필,3.0,주,02,N,상대,34,0,28,0,0,6,6,34,20221007,신동욱,0/0/0/0/0/0/0,2,,,,이론,N,"화1,2,3",소재관및공동실험실습관(404),보기,,,,,3.0,기본전공
일반,,MSAE2108,2025200209,열역학,신소재공학과,Y,0428211268,전필,3.0,주,03,N,상대,34,0,28,0,0,6,6,34,20131001,정중희,0/0/0/0/0/0/0,2,,,,이론,N,"화1,2,3",소재관및공동실험실습관(414),보기,,,,,3.0,기본전공
일반,,MSAE2108,2025200210,열역학,신소재공학과,Y,0428211234,전필,3.0,주,04,N,상대,28,0,28,0,0,0,0,24,20241012,이태규,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",소재관및공동실험실습관(116),보기,,,,,3.0,기본전공
일반,,MSAE2108,2025200211,열역학,신소재공학과,Y,0428211245,전필,3.0,주,05,N,상대,28,0,28,0,0,0,0,22,20221007,신동욱,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",소재관및공동실험실습관(404),보기,,,,,3.0,기본전공
일반,,MSAE2109,2025200212,재료역학,신소재공학과,Y,0428211234,전필,3.0,주,01,N,상대,30,0,28,0,0,2,2,30,20141001,김정한,0/0/0/0/0/0/0,2,,,,이론,N,"수6,7,8",소재관및공동실험실습관(116),보기,,,,,3.0,기본전공
일반,,MSAE2109,2025200213,재료역학,신소재공학과,Y,0428211245,전필,3.0,주,02,N,상대,31,0,28,0,0,3,3,31,20231004,이시원,0/0/0/0/0/0/0,2,,,,이론,N,"수6,7,8",소재관및공동실험실습관(405),보기,,,,,3.0,기본전공
일반,,MSAE2109,2025200214,재료역학,신소재공학과,Y,0428211268,전필,3.0,주,03,N,상대,30,0,28,0,0,2,2,30,20221006,신기현,0/0/0/0/0/0/0,2,,,,이론,N,"수6,7,8",소재관및공동실험실습관(414),보기,,,,,3.0,기본전공
일반,,MSAE2109,2025200215,재료역학,신소재공학과,Y,0428211234,전필,3.0,주,04,N,상대,30,0,28,0,0,2,2,30,20161005,조훈휘,0/0/0/0/0/0/0,2,,,,이론,N,"수2,3,4",소재관및공동실험실습관(116),보기,,,,,3.0,기본전공
일반,,MSAE2109,2025200216,재료역학,신소재공학과,Y,0428211245,전필,3.0,주,05,N,상대,29,0,28,0,0,1,1,28,20231004,이시원,0/0/0/0/0/0/0,2,,,,이론,N,"수1,2,3",소재관및공동실험실습관(405),보기,,,,,3.0,기본전공
일반,,MSAE2111,2025200197,전자소자재료,신소재공학과,Y,0428211234,전필,3.0,주,01,N,상대,32,0,28,0,0,4,4,31,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,"화1,2,3",소재관및공동실험실습관(106),보기,,,,,3.0,
일반,,MSAE2111,2025200198,전자소자재료,신소재공학과,Y,0428211245,전필,3.0,주,02,N,상대,30,0,28,0,0,2,2,30,20151007,오민욱,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",소재관및공동실험실습관(406),보기,,,,,3.0,
일반,,MSAE2111,2025200199,전자소자재료,신소재공학과,Y,0428211268,전필,3.0,주,03,N,상대,30,0,28,0,0,2,2,30,20031003,김윤기,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",소재관및공동실험실습관(414),보기,,,,,3.0,
일반,,MSAE2111,2025200200,전자소자재료,신소재공학과,Y,0428211234,전필,3.0,주,04,N,상대,30,0,28,0,0,2,2,30,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",소재관및공동실험실습관(106),보기,,,,,3.0,
일반,,MSAE2111,2025200201,전자소자재료,신소재공학과,Y,0428211245,전필,3.0,주,05,N,상대,29,0,29,0,0,0,0,29,20151007,오민욱,0/0/0/0/0/0/0,2,,,,이론,N,"금1,2,3",소재관및공동실험실습관(404),보기,,,,,3.0,
일반,,GUID200002,2025200217,진로설계2(진로탐색과 자기계발),신소재공학과,Y,0428211234,특필,1.0,주,01,N,절대,26,0,26,0,0,0,0,26,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,화9,소재관및공동실험실습관(106),보기,,,,,1.0,
일반,,GUID200002,2025200218,진로설계2(진로탐색과 자기계발),신소재공학과,Y,0428211245,특필,1.0,주,02,N,절대,27,0,27,0,0,0,0,27,20231004,이시원,0/0/0/0/0/0/0,2,,,,이론,N,목5,소재관및공동실험실습관(404),보기,,,,,1.0,
일반,,GUID200002,2025200219,진로설계2(진로탐색과 자기계발),신소재공학과,Y,0428211268,특필,1.0,주,03,N,절대,27,0,26,0,0,1,1,27,20071029,박준식,0/0/0/0/0/0/0,2,,,,이론,N,월5,소재관및공동실험실습관(105),보기,,,,,1.0,
일반,,GUID200002,2025200220,진로설계2(진로탐색과 자기계발),신소재공학과,Y,0428211234,특필,1.0,주,04,N,절대,26,0,26,0,0,0,0,26,20031001,박덕용,0/0/0/0/0/0/0,2,,,,이론,N,수9,소재관및공동실험실습관(106),보기,,,,,1.0,
일반,,GUID200002,2025200221,진로설계2(진로탐색과 자기계발),신소재공학과,Y,0428211245,특필,1.0,주,05,N,절대,26,0,26,0,0,0,0,24,20231004,이시원,0/0/0/0/0/0/0,2,,,,이론,N,목9,소재관및공동실험실습관(404),보기,,,,,1.0,
일반,,MSAE3303,2025200629,광정보부품공학,신소재공학과,Y,0428211245,심필,3.0,주,01,N,상대,30,0,0,28,0,2,2,28,20254056,이종원,0/0/0/0/0/0/0,3,,,,이론,N,"화1,2,3",소재관및공동실험실습관(405),보기,정보전자 심화필수,,,,3.0,
일반,,MSAE3303,2025202173,광정보부품공학,신소재공학과,Y,0428211245,심필,3.0,주,02,N,상대,30,0,0,28,0,2,2,30,20254056,이종원,0/0/0/0/0/0/0,3,,,,이론,N,"화6,7,8",소재관및공동실험실습관(405),보기,정보전자 심화필수,,,,3.0,
일반,,MSAE3306,2025200369,레이저가공학,신소재공학과,Y,0428211268,심선,3.0,주,01,N,상대,37,0,0,25,0,12,12,36,20234022,이형근,0/0/0/0/0/0/0,3,,,,이론,N,"목1,2,3",소재관및공동실험실습관(414),보기,신소재 심화선택,,,,3.0,
일반,,MSAE3307,2025200630,미세전자배선공학,신소재공학과,Y,0428211245,심선,3.0,주,01,N,상대,26,0,0,26,0,0,0,25,20031002,이택영,0/0/0/0/0/0/0,3,,,,이론,N,"목1,2,3",소재관및공동실험실습관(405),보기,정보전자 심화선택,,,,3.0,
일반,,MSAE3309,2025200633,반도체소자공학,신소재공학과,Y,0428211245,심필,3.0,주,01,N,상대,33,0,0,28,0,5,5,31,20031002,이택영,0/0/0/0/0/0/0,3,,,,이론,N,"월6,7,8",소재관및공동실험실습관(405),보기,정보전자 심화필수,,,,3.0,
일반,,MSAE3309,2025202147,반도체소자공학,신소재공학과,Y,0428211245,심필,3.0,주,02,N,상대,33,0,0,28,0,5,5,33,20241003,고종범,0/0/0/0/0/0/0,3,,,,이론,N,"월1,2,3",소재관및공동실험실습관(405),보기,정보전자 심화필수,,,,3.0,
일반,,MSAE3102,2025200354,비철재료,신소재공학과,Y,0428211234,심선,3.0,주,01,N,상대,35,0,0,25,0,10,10,35,20071028,김정민,0/0/0/0/0/0/0,3,,,,이론,N,"월6,7,8",소재관및공동실험실습관(115),보기,신소재 심화선택,,,,3.0,
일반,,MSAE3102,2025200623,비철재료,신소재공학과,Y,0428211245,심선,3.0,주,02,N,상대,35,0,0,33,0,2,2,35,20231004,이시원,0/0/0/0/0/0/0,3,,,,이론,N,"목6,7,8",소재관및공동실험실습관(404),보기,정보전자 심화선택,,,,3.0,
일반,,MSAE3313,2025200632,세라믹스물성학,신소재공학과,Y,0428211245,심선,3.0,주,01,N,상대,37,0,0,27,0,10,10,37,20221007,신동욱,0/0/0/0/0/0/0,3,,,,이론,N,"수6,7,8",소재관및공동실험실습관(406),보기,정보전자 심화선택,,,,3.0,
일반,,MSAE3315,2025200230,에너지재료공학,신소재공학과,Y,0428211234,심필,3.0,주,01,N,상대,35,0,0,32,0,3,3,34,20111043,홍기하,0/0/0/0/0/0/0,3,,,,이론,N,"수1,2,3",소재관및공동실험실습관(115),보기,신소재 심화필수,,,,3.0,
일반,,MSAE3315,2025200231,에너지재료공학,신소재공학과,Y,0428211234,심필,3.0,주,02,N,상대,34,0,0,32,0,2,2,31,20161005,조훈휘,0/0/0/0/0/0/0,3,,,,이론,N,"수6,7,8",소재관및공동실험실습관(111),보기,신소재 심화필수,,,,3.0,
일반,,MSAE3315,2025200232,에너지재료공학,신소재공학과,Y,0428211234,심필,3.0,주,03,N,상대,35,0,0,32,0,3,3,35,20111043,홍기하,0/0/0/0/0/0/0,3,,,,이론,N,"수6,7,8",소재관및공동실험실습관(115),보기,신소재 심화필수,,,,3.0,
일반,,MSAE3322,2025200227,전자재료공정,신소재공학과,Y,0428211234,심필,3.0,주,01,N,상대,36,0,0,32,0,4,4,36,20191020,김정환,0/0/0/0/0/0/0,3,,,,이론,N,"화2,3,4",소재관및공동실험실습관(115),보기,신소재 심화필수,,,,3.0,
일반,,MSAE3322,2025200228,전자재료공정,신소재공학과,Y,0428211268,심필,3.0,주,02,N,상대,35,0,0,32,0,3,3,35,20181002,이상엽,0/0/0/0/0/0/0,3,,,,이론,N,"화6,7,8",소재관및공동실험실습관(105),보기,신소재 심화필수,,,,3.0,
일반,,MSAE3322,2025200229,전자재료공정,신소재공학과,Y,0428211234,심필,3.0,주,03,N,상대,35,0,0,32,0,3,3,34,20191020,김정환,0/0/0/0/0/0/0,3,,,,이론,N,"화6,7,8",소재관및공동실험실습관(115),보기,신소재 심화필수,,,,3.0,
일반,,GUID300002,2025200222,진로설계3(진로설정과 경력개발),신소재공학과,Y,0428211234,특필,1.0,주,01,N,절대,30,0,0,29,0,1,1,29,20071028,김정민,0/0/0/0/0/0/0,3,,,,이론,N,월9,소재관및공동실험실습관(115),보기,,,,,1.0,
일반,,GUID300002,2025200223,진로설계3(진로설정과 경력개발),신소재공학과,Y,0428211245,특필,1.0,주,02,N,절대,30,0,0,29,0,1,1,30,20241003,고종범,0/0/0/0/0/0/0,3,,,,이론,N,화5,소재관및공동실험실습관(405),보기,,,,,1.0,
일반,,GUID300002,2025200224,진로설계3(진로설정과 경력개발),신소재공학과,Y,0428211268,특필,1.0,주,03,N,절대,30,0,0,29,0,1,1,30,20071029,박준식,0/0/0/0/0/0/0,3,,,,이론,N,월4,소재관및공동실험실습관(105),보기,,,,,1.0,
일반,,GUID300002,2025200225,진로설계3(진로설정과 경력개발),신소재공학과,Y,0428211234,특필,1.0,주,04,N,절대,30,0,0,29,0,1,1,30,20241012,이태규,0/0/0/0/0/0/0,3,,,,이론,N,화5,소재관및공동실험실습관(116),보기,,,,,1.0,
일반,,GUID300002,2025200226,진로설계3(진로설정과 경력개발),신소재공학과,Y,0428211245,특필,1.0,주,05,N,절대,30,0,0,29,0,1,1,30,20241003,고종범,0/0/0/0/0/0/0,3,,,,이론,N,화9,소재관및공동실험실습관(405),보기,,,,,1.0,
일반,,MSAE4301,2025200635,3D모델링,신소재공학과,Y,0428211245,심선,3.0,주,01,N,절대,25,0,0,0,25,0,0,14,20031002,이택영,0/0/0/0/0/0/0,4,,,,이론,N,"목6,7,8",소재관및공동실험실습관(416),보기,정보전자 심화선택,,,,3.0,
일반,,MSAE4306,2025200353,나노분말공학,신소재공학과,Y,0428211234,심선,3.0,주,01,N,상대,28,0,0,0,25,3,3,28,20071028,김정민,0/0/0/0/0/0/0,4,,,,이론,N,"수1,2,3",소재관및공동실험실습관(111),보기,신소재 심화선택,,,,3.0,
일반,,MSAE4312,2025200636,반도체소자실험,신소재공학과,Y,0428211245,심선,2.0,주,01,N,절대,20,0,0,0,20,0,0,13,20201025,위정섭,0/0/0/0/0/0/0,4,,,,실습,N,"화6,7,8,9",소재관및공동실험실습관(605),보기,정보전자 심화선택,,,,4.0,
일반,,MSAE4325,2025200355,철강재료,신소재공학과,Y,0428211234,심선,3.0,주,01,N,상대,25,0,0,0,25,0,0,23,20241012,이태규,0/0/0/0/0/0/0,4,,,,이론,N,"수6,7,8",그린에너지관(606),보기,신소재 심화선택,,,,3.0,
일반,,PROJ4310,2025200639,캡스톤디자인(2),신소재공학과,Y,0428211245,특필,2.0,주,21,N,절대,11,0,0,0,11,0,0,11,"20031002,20241003","이택영,고종범",0/0/0/0/0/0/0,4,,,,실습,N,"월2,3,월4,5","소재관및공동실험실습관(406),소재관및공동실험실습관(404)",보기,정보전자소재 심화전공만 신청가능,,,,4.0,
일반,,PROJ4310,2025200640,캡스톤디자인(2),신소재공학과,Y,0428211245,특필,2.0,주,22,N,절대,9,0,0,0,9,0,0,8,"20151007,20231004","오민욱,이시원",0/0/0/0/0/0/0,4,,,,실습,N,"금6,7,금8,9","소재관및공동실험실습관(405),소재관및공동실험실습관(404)",보기,정보전자소재 심화전공만 신청가능,,,,4.0,
일반,,PROJ4310,2025200643,캡스톤디자인(2),신소재공학과,Y,0428211245,특필,2.0,주,23,N,절대,9,0,0,0,9,0,0,9,20201025,위정섭,0/0/0/0/0/0/0,4,,,,실습,N,"화1,2,3,4",소재관및공동실험실습관(605),보기,정보전자소재 심화전공만 신청가능,,,,4.0,
일반,,PROJ4310,2025200644,캡스톤디자인(2),신소재공학과,Y,0428211245,특필,2.0,주,24,N,절대,8,0,0,0,8,0,0,8,"20221007,20241004","신동욱,김진",0/0/0/0/0/0/0,4,,,,실습,N,"월6,7,월8,9","소재관및공동실험실습관(406),소재관및공동실험실습관(601)",보기,정보전자소재 심화전공만 신청가능,,,,4.0,
일반,,PROJ4312,2025200346,캡스톤디자인Ⅱ,신소재공학과,Y,0428211234,특필,2.0,주,11,N,절대,10,0,0,0,10,0,0,10,20111043,홍기하,0/0/0/0/0/0/0,4,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(321),보기,,,,,4.0,
일반,,PROJ4312,2025200347,캡스톤디자인Ⅱ,신소재공학과,Y,0428211234,특필,2.0,주,12,N,절대,10,0,0,0,10,0,0,9,20141001,김정한,0/0/0/0/0/0/0,4,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(106),보기,,,,,4.0,
일반,,PROJ4312,2025200348,캡스톤디자인Ⅱ,신소재공학과,Y,0428211234,특필,2.0,주,14,N,절대,10,0,0,0,10,0,0,10,20241012,이태규,0/0/0/0/0/0/0,4,,,,실습,N,"월1,2,3,4",소재관및공동실험실습관(111),보기,,,,,4.0,
일반,,PROJ4312,2025200349,캡스톤디자인Ⅱ,신소재공학과,Y,0428211268,특필,2.0,주,31,N,절대,8,0,0,0,8,0,0,8,20031003,김윤기,0/0/0/0/0/0/0,4,,,,실습,N,"월5,6,7,8",소재관및공동실험실습관(306),보기,,,,,4.0,
일반,,PROJ4312,2025200350,캡스톤디자인Ⅱ,신소재공학과,Y,0428211268,특필,2.0,주,32,N,절대,10,0,0,0,10,0,0,10,20181002,이상엽,0/0/0/0/0/0/0,4,,,,실습,N,"화1,2,3,4",소재관및공동실험실습관(306),보기,,,,,4.0,
일반,,PROJ4312,2025200351,캡스톤디자인Ⅱ,신소재공학과,Y,0428211268,특필,2.0,주,33,N,절대,10,0,0,0,10,0,0,8,20211707,구교진,0/0/0/0/0/0/0,4,,,,실습,N,"목1,2,3,4",소재관및공동실험실습관(306),보기,,,,,4.0,
일반,,PROJ4312,2025200352,캡스톤디자인Ⅱ,신소재공학과,Y,0428211268,특필,2.0,주,34,N,절대,10,0,0,0,10,0,0,10,20221006,신기현,0/0/0/0/0/0/0,4,,,,실습,N,"화6,7,8,9",소재관및공동실험실습관(306),보기,,,,,4.0,
일반,,PROJ1102,2025200251,공학설계입문,화학생명공학과,Y,8211539,특필,3.0,주,01,N,절대,30,27,1,1,1,0,0,19,20251003,임진규,0/0/0/0/0/0/0,1,,,Y,이론,N,"수6,7,8",산업정보관(304),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,3.0,기본전공
일반,,PROJ1102,2025200252,공학설계입문,화학생명공학과,Y,8211539,특필,3.0,주,02,N,절대,30,27,1,1,1,0,0,30,20241005,김정철,0/0/0/0/0/0/0,1,,,Y,이론,N,"화6,7,8",산업정보관(304),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,3.0,기본전공
일반,,PROJ1102,2025200253,공학설계입문,화학생명공학과,Y,8211539,특필,3.0,주,03,N,절대,30,27,1,1,1,0,0,12,20111024,최원산,0/0/0/0/0/0/0,1,,,Y,이론,N,"화6,7,8",화학환경관(615),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,3.0,기본전공
일반,,PROJ1102,2025200254,공학설계입문,화학생명공학과,Y,8211539,특필,3.0,주,04,N,상대,40,34,2,2,2,0,0,33,20251004,이영대,0/0/0/0/0/0/0,1,,블,Y,이론,N,"월6,7,8",화학환경관(615),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,3.0,기본전공
일반,,GUID100002,2025200249,진로설계1(자기이해와 대학생활),화학생명공학과,Y,8211539,특필,1.0,주,01,N,절대,30,24,2,2,2,0,0,15,20231017,김신혁,0/0/0/0/0/0/0,1,,,Y,이론,N,목5,화학환경관(108),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,1.0,
일반,,GUID100002,2025200250,진로설계1(자기이해와 대학생활),화학생명공학과,Y,8211539,특필,1.0,주,02,N,절대,30,24,2,2,2,0,0,11,20251004,이영대,0/0/0/0/0/0/0,1,,,Y,이론,N,수5,화학환경관(607-1),보기,화학생명공학과 학생만 신청가능(타과생 불가),,,,1.0,
일반,,CHEM110001,2025200840,화학생명공학입문,화학생명공학과,Y,0428211853,전선,2.0,주,01,N,절대,40,40,0,0,0,0,0,23,20181001,박주일,0/0/0/0/0/0/0,1,,,Y,이론,N,"화6,7",화학환경관(110),보기,융자대학생만 수강(화생공불가),,,,2.0,기본전공
일반,,CHEM2104,2025200849,물리화학(2),화학생명공학과,Y,8211853,전선,3.0,주,01,N,상대,40,0,0,0,0,40,40,39,20001013,홍성욱,0/0/0/0/0/0/0,2,,,Y,이론,N,"화2,3,4",화학환경관(109),보기,화공트랙만수강가능,,,,3.0,기본전공
일반,,CHEM2104,2025200850,물리화학(2),화학생명공학과,Y,0428211853,전선,3.0,주,02,N,상대,40,0,0,0,0,40,40,33,20181001,박주일,0/0/0/0/0/0/0,2,,,Y,이론,N,"화1,2,3",화학환경관(108),보기,화공트랙만수강가능,,,,3.0,기본전공
일반,,CHEM2104,2025200257,물리화학(2),화학생명공학과,Y,8211539,전선,3.0,주,06,N,상대,41,0,0,0,0,41,41,41,20231016,박제희,0/0/0/0/0/0/0,2,,,Y,이론,N,"월2,3,4",화학환경관(615),보기,응용화학생명공학트랙 학생만 신청,,,,3.0,기본전공
일반,,CHEM2106,2025200262,분자세포생물학(1),화학생명공학과,Y,8211539,전선,3.0,주,06,N,상대,48,0,0,0,0,48,48,46,20071063,여상엽,0/0/0/0/0/0/0,2,,,Y,이론,N,"목1,2,3",화학환경관(615),보기,응용화학생명공학트랙 학생만 신청,,,,3.0,기본전공
일반,,CHEM2107,2025200259,생화학(1),화학생명공학과,Y,8211539,전선,3.0,주,06,N,상대,34,0,30,2,2,0,0,32,20254005,이봉호,0/0/0/0/0/0/0,2,,,Y,이론,N,"화1,2,3",화학환경관(502),보기,응용화학생명공학트랙 학생만 신청,,,,3.0,기본전공
일반,,CHEM2107,2025200260,생화학(1),화학생명공학과,Y,8211539,전선,3.0,주,07,N,상대,34,0,30,2,2,0,0,31,20254005,이봉호,0/0/0/0/0/0/0,2,,,Y,이론,N,"수1,2,3",화학환경관(502),보기,응용화학생명공학트랙 학생만 신청,,,,3.0,기본전공
일반,,CHEM2124,2025200859,수치해석,화학생명공학과,Y,0428211853,전선,3.0,주,01,N,상대,33,0,28,1,1,3,3,33,20231017,김신혁,0/0/0/0/0/0/0,2,,,Y,이론,N,"목2,3,4",화학환경관(109),보기,화공트랙만수강가능,,,,3.0,
일반,,CHEM2110,2025200856,유기화학(2),화학생명공학과,Y,0428211853,전선,3.0,주,01,N,상대,45,0,0,0,0,45,45,44,20131008,유선율,0/0/0/0/0/0/0,2,,,Y,이론,N,"화6,7,8",화학환경관(108),보기,화공트랙만수강가능,,,,3.0,기본전공
